         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 jacParser.py:8518(Dot_stmt_listContext)
        3    0.000    0.000    0.000    0.000 LexerAction.py:27(__init__)
        1    0.000    0.000    0.000    0.000 jac_code.py:49(jac_code)
        1    0.000    0.000    0.000    0.000 convertors.py:6(Convertor)
        1    0.000    0.000    0.000    0.000 datastructures.py:28(DefaultPlaceholder)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 jacParser.py:6352(Built_inContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 debug.py:16(HTMLResponse)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:34(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:452(PacifyFlushWrapper)
        1    0.000    0.000    0.000    0.000 webhook.py:31(WebhookSignature)
        1    0.000    0.000    0.000    0.000 jacParser.py:7760(Spawn_objectContext)
        1    0.000    0.000    0.000    0.000 __init__.py:388(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:273(Abort)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 singleton_api_resource.py:6(SingletonAPIResource)
        1    0.000    0.000    0.000    0.000 jacParser.py:3353(Preset_in_outContext)
        1    0.000    0.000    0.000    0.000 Transition.py:143(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 jacParser.py:5613(FactorContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:2938(Has_rootContext)
        1    0.000    0.000    0.000    0.000 RuleContext.py:39(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1801(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 md.py:331(CjkInvalidStopPlugin)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 typing.py:1574(SupportsRound)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 invoice.py:13(Invoice)
        1    0.000    0.000    0.000    0.000 jacParser.py:1610(Import_namesContext)
        1    0.000    0.000    0.000    0.000 core.py:8088(_convert2ma)
        1    0.000    0.000    0.000    0.000 context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 decorators.py:274(argument)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 jacParser.py:2372(Walk_entry_blockContext)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:125(PrecedencePredicate)
        1    0.000    0.000    0.000    0.000 zonefile.py:525(RRSetsReaderManager)
        1    0.000    0.000    0.000    0.000 jacParser.py:9338(Dot_subgraphContext)
        1    0.000    0.000    0.000    0.000 Transition.py:167(ActionTransition)
        1    0.000    0.000    0.000    0.000 wsgi.py:72(WSGIMiddleware)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        8    0.000    0.000    0.000    0.000 typing.py:296(__deepcopy__)
        1    0.000    0.000    0.000    0.000 jacParser.py:7416(List_valContext)
        1    0.000    0.000    0.000    0.000 TokenTagToken.py:15(TokenTagToken)
        1    0.000    0.000    0.000    0.000 selector_events.py:975(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 selectors.py:287(SelectSelector)
        1    0.000    0.000    0.000    0.000 jacParser.py:4340(While_stmtContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:4973(Inc_assignContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:1346(Ver_labelContext)
        1    0.000    0.000    0.000    0.000 graph.py:9(graph)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 http_client.py:496(PycurlClient)
        1    0.000    0.000    0.000    0.000 jacParser.py:9278(Dot_portContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:3476(Name_listContext)
        1    0.000    0.000    0.000    0.000 ATNDeserializationOptions.py:8(ATNDeserializationOptions)
        1    0.000    0.000    0.000    0.000 Transition.py:147(PredicateTransition)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
        1    0.000    0.000    0.000    0.000 watcher.py:90(DefaultWatcher)
        1    0.000    0.000    0.000    0.000 asgi2.py:9(ASGI2Middleware)
        1    0.000    0.000    0.000    0.000 _streams.py:136(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:89(ObjectStream)
        1    0.000    0.000    0.000    0.000 file.py:10(File)
        1    0.000    0.000    0.000    0.000 reversal.py:10(Reversal)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 multipart.py:706(QuerystringParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 capability.py:10(Capability)
        1    0.000    0.000    0.000    0.000 jacParser.py:7867(Node_spawnContext)
        4    0.000    0.000    0.000    0.000 interface.py:89(cli_api)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 typing.py:1753(TypedDict)
        1    0.000    0.000    0.000    0.000 jacParser.py:4758(Take_actionContext)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 unix_events.py:1248(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 jacParser.py:6206(Ability_opContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:4497(Destroy_actionContext)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DFAState.py:13(PredPrediction)
        1    0.000    0.000    0.000    0.000 Errors.py:41(RecognitionException)
        1    0.000    0.000    0.000    0.000 interface.py:97(all_apis)
        1    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 asyncexitstack.py:7(AsyncExitStackMiddleware)
        1    0.000    0.000    0.000    0.000 xfr.py:44(Inbound)
        1    0.000    0.000    0.000    0.000 datastructures.py:188(Secret)
        1    0.000    0.000    0.000    0.000 md.py:161(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 card.py:14(Card)
        1    0.000    0.000    0.000    0.000 jacParser.py:7235(Edge_fromContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:8226(Spawn_assignContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:3427(Dotted_nameContext)
        1    0.000    0.000    0.000    0.000 pathlib.py:497(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 typing.py:1534(SupportsComplex)
        1    0.000    0.000    0.000    0.000 jacParser.py:2328(NamespacesContext)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 ast.py:336(NodeVisitor)
        1    0.000    0.000    0.000    0.000 process.py:356(_ParentProcess)
        1    0.000    0.000    0.000    0.000 typing.py:223(ASGI2Protocol)
        1    0.000    0.000    0.000    0.000 handlers.py:483(SocketHandler)
        1    0.000    0.000    0.000    0.000 websockets.py:145(WebSocketClose)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 jacParser.py:6982(Walker_refContext)
        1    0.000    0.000    0.000    0.000 LexerAction.py:24(LexerAction)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 jacParser.py:7716(SpawnContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:8275(Filter_compareContext)
        1    0.000    0.000    0.000    0.000 Transition.py:203(NotSetTransition)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:19(SemanticContext)
        1    0.000    0.000    0.000    0.000 StdinStream.py:7(StdinStream)
        1    0.000    0.000    0.000    0.000 edns.py:145(GenericOption)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 md.py:197(SuspiciousRange)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 jacParser.py:9178(Dot_node_stmtContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:4155(Elif_stmtContext)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 _immutable_ctx.py:14(_Immutable)
        1    0.000    0.000    0.000    0.000 resolver.py:176(NoNameservers)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 jacParser.py:4389(Ctrl_stmtContext)
        1    0.000    0.000    0.000    0.000 Transition.py:232(PrecedencePredicateTransition)
        1    0.000    0.000    0.000    0.000 Errors.py:138(FailedPredicateException)
        1    0.000    0.000    0.000    0.000 connection.py:222(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 http_client.py:412(UrlFetchClient)
        1    0.000    0.000    0.000    0.000 jacParser.py:6308(DerefContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:7031(Graph_refContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:2470(Walk_activity_blockContext)
        1    0.000    0.000    0.000    0.000 Transition.py:105(EpsilonTransition)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 types.py:503(IntParamType)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 typing.py:1783(NewType)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:242(OR)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 multipart_data_generator.py:9(MultipartDataGenerator)
        1    0.000    0.000    0.000    0.000 architype.py:13(architype)
        1    0.000    0.000    0.000    0.000 jacParser.py:7926(Graph_spawnContext)
        1    0.000    0.000    0.000    0.000 LexerAction.py:43(LexerSkipAction)
        1    0.000    0.000    0.000    0.000 Transition.py:185(SetTransition)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 scheduled_query_run.py:7(ScheduledQueryRun)
        1    0.000    0.000    0.000    0.000 base.py:4(SecurityBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(HTTPException)
        1    0.000    0.000    0.000    0.000 decoders.py:7(Base64Decoder)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 tsig.py:91(GSSTSig)
        1    0.000    0.000    0.000    0.000 _sockets.py:139(UDPSocket)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:390(EpollSelector)
        1    0.000    0.000    0.000    0.000 typing.py:1965(io)
